"wilaya_code","wilaya_name","wilaya_name_ar","daira_code","daira_name","daira_name_ar","commune_code","commune_name","commune_name_ar"
"04","Oum El Bouaghi","أم البواقي","424","Meskiana","مسكيانة","107","Meskiana","مسكيانة"
"04","Oum El Bouaghi","أم البواقي","424","Meskiana","مسكيانة","113","Rahia","الرحية"
"04","Oum El Bouaghi","أم البواقي","425","Ain Fekroun","عين فكرون","91","Ain Fekroun","عين فكرون"
"04","Oum El Bouaghi","أم البواقي","425","Ain Fekroun","عين فكرون","102","El Fedjoudj Boughrara Sa","الفجوج بوغرارة سعودي"
"05","Batna","باتنة","501","Batna","باتنة","123","Batna","باتنة"
"05","Batna","باتنة","501","Batna","باتنة","136","Fesdis","فسديس"
"05","Batna","باتنة","501","Batna","باتنة","154","Oued Chaaba","وادي الشعبة"
"05","Batna","باتنة","504","Merouana","مروانة","141","Hidoussa","حيدوسة"
"05","Batna","باتنة","504","Merouana","مروانة","145","Ksar Bellezma","قصر بلزمة"
"05","Batna","باتنة","504","Merouana","مروانة","152","Merouana","مروانة"
"05","Batna","باتنة","504","Merouana","مروانة","155","Oued El Ma","وادي الماء"
"05","Batna","باتنة","505","Seriana","سريانة","147","Lazrou","لازرو"
"05","Batna","باتنة","505","Seriana","سريانة","167","Seriana","سريانة"
"05","Batna","باتنة","505","Seriana","سريانة","177","Zanet El Beida","زانة البيضاء"
"05","Batna","باتنة","506","Menaa","منعة","151","Menaa","منعة"
"05","Batna","باتنة","506","Menaa","منعة","174","Tigharghar","تغرغار"
"05","Batna","باتنة","507","El Madher","المعذر","119","Ain Yagout","عين ياقوت"
"05","Batna","باتنة","507","El Madher","المعذر","128","Boumia","بومية"
"05","Batna","باتنة","507","El Madher","المعذر","132","Djerma","جرمة"
"05","Batna","باتنة","507","El Madher","المعذر","135","El Madher","المعذر"
"05","Batna","باتنة","508","Tazoult","تازولت","162","Ouyoun El Assafir","عيون العصافير"
"05","Batna","باتنة","508","Tazoult","تازولت","171","Tazoult","تازولت"
"05","Batna","باتنة","509","N'gaous","نقاوس","127","Boumagueur","بومقر"
"05","Batna","باتنة","509","N'gaous","نقاوس","153","N Gaous","نقاوس"
"05","Batna","باتنة","509","N'gaous","نقاوس","165","Sefiane","سفيان"
"05","Batna","باتنة","516","Arris","أريس","120","Arris","أريس"
"05","Batna","باتنة","516","Arris","أريس","173","Tighanimine","تيغانمين"
"05","Batna","باتنة","519","Ain Djasser","عين جاسر","117","Ain Djasser","عين جاسر"
"05","Batna","باتنة","519","Ain Djasser","عين جاسر","134","El Hassi","الحاسي"
"05","Batna","باتنة","529","Seggana","سقانة","166","Seggana","سقانة"
"05","Batna","باتنة","529","Seggana","سقانة","175","Tilatou","تيلاطو"
"05","Batna","باتنة","530","Ichemoul","إشمول","137","Foum Toub","فم الطوب"
"05","Batna","باتنة","530","Ichemoul","إشمول","142","Ichemoul","إشمول"
"05","Batna","باتنة","530","Ichemoul","إشمول","143","Inoughissen","إينوغيسن"
"05","Batna","باتنة","535","Bouzina","بوزينة","129","Bouzina","بوزينة"
"05","Batna","باتنة","535","Bouzina","بوزينة","146","Larbaa","لارباع"
"05","Batna","باتنة","536","Chemora","الشمرة","126","Boulhilat","بولهيلات"
"05","Batna","باتنة","536","Chemora","الشمرة","130","Chemora","الشمرة"
"05","Batna","باتنة","542","Barika","بريكة","122","Barika","بريكة"
"05","Batna","باتنة","542","Barika","بريكة","125","Bitam","بيطام"
"05","Batna","باتنة","542","Barika","بريكة","149","M Doukal","إمدوكل"
"05","Batna","باتنة","543","Djezzar","الجزار","121","Azil Abedelkader","عزيل عبد القادر"
"05","Batna","باتنة","543","Djezzar","الجزار","133","Djezzar","الجزار"
"05","Batna","باتنة","543","Djezzar","الجزار","157","Ouled Ammar","أولاد عمار"
"05","Batna","باتنة","544","Tkout","تكوت","138","Ghassira","غسيرة"
"05","Batna","باتنة","544","Tkout","تكوت","144","Kimmel","كيمل"
"05","Batna","باتنة","544","Tkout","تكوت","168","T Kout","تكوت"
"05","Batna","باتنة","545","Ain Touta","عين التوتة","118","Ain Touta","عين التوتة"
"05","Batna","باتنة","545","Ain Touta","عين التوتة","124","Beni Foudhala El Hakania","بني فضالة الحقانية"
"05","Batna","باتنة","545","Ain Touta","عين التوتة","150","Maafa","معافة"
"05","Batna","باتنة","545","Ain Touta","عين التوتة","158","Ouled Aouf","أولاد عوف"
"05","Batna","باتنة","547","Theniet El Abed","ثنية العابد","131","Chir","شير"
"05","Batna","باتنة","547","Theniet El Abed","ثنية العابد","156","Oued Taga","وادي الطاقة"
"05","Batna","باتنة","547","Theniet El Abed","ثنية العابد","172","Teniet El Abed","ثنية العابد"
"05","Batna","باتنة","550","Timgad","تيمقاد","159","Ouled Fadel","أولاد فاضل"
"05","Batna","باتنة","550","Timgad","تيمقاد","176","Timgad","تيمقاد"
"05","Batna","باتنة","551","Ras El Aioun","رأس العيون","139","Gosbat","القصبات"
"05","Batna","باتنة","551","Ras El Aioun","رأس العيون","140","Guigba","القيقبة"
"05","Batna","باتنة","551","Ras El Aioun","رأس العيون","160","Ouled Sellem","أولاد سلام"
"05","Batna","باتنة","551","Ras El Aioun","رأس العيون","163","Rahbat","الرحبات"
"05","Batna","باتنة","551","Ras El Aioun","رأس العيون","164","Ras El Aioun","رأس العيون"
"05","Batna","باتنة","551","Ras El Aioun","رأس العيون","169","Talkhamt","تالخمت"
"05","Batna","باتنة","553","Ouled Si Slimane","أولاد سي سليمان","148","Lemcene","لمسان"
"05","Batna","باتنة","553","Ouled Si Slimane","أولاد سي سليمان","161","Ouled Si Slimane","أولاد سي سليمان"
"05","Batna","باتنة","553","Ouled Si Slimane","أولاد سي سليمان","170","Taxlent","تاكسلانت"
"06","Béjaïa"," بجاية","601","Bejaia","بجاية","187","Bejaia","بجاية"
"06","Béjaïa"," بجاية","601","Bejaia","بجاية","210","Oued Ghir","وادي غير"
"06","Béjaïa"," بجاية","602","Amizour","أميزور","184","Amizour","أميزور"
"06","Béjaïa"," بجاية","602","Amizour","أميزور","188","Beni Djellil","بني جليل"
"06","Béjaïa"," بجاية","602","Amizour","أميزور","202","Feraoun","فرعون"
"06","Béjaïa"," بجاية","602","Amizour","أميزور","214","Smaoun","سمعون"
"06","Béjaïa"," بجاية","607","Timezrit","تيمزريت","226","Timezrit","تيمزريت"
"06","Béjaïa"," بجاية","608","Souk El Tenine","سوق الإثنين","209","Melbou","مالبو"
"06","Béjaïa"," بجاية","608","Souk El Tenine","سوق الإثنين","215","Souk El Tenine","سوق لإثنين"
"06","Béjaïa"," بجاية","608","Souk El Tenine","سوق الإثنين","219","Tamridjet","تامريجت"
"06","Béjaïa"," بجاية","611","Tichy","تيشي","194","Boukhelifa","بوخليفة"
"06","Béjaïa"," بجاية","611","Tichy","تيشي","217","Tala Hamza","تالة حمزة"
"06","Béjaïa"," بجاية","611","Tichy","تيشي","224","Tichy","تيشي"
"06","Béjaïa"," بجاية","617","Ighil Ali","إغيل علي","179","Ait R'zine","أيت رزين"
"06","Béjaïa"," بجاية","617","Ighil Ali","إغيل علي","204","Ighil-Ali","إغيل علي"
"06","Béjaïa"," بجاية","620","Darguina","درقينة","180","Ait-Smail","أيت إسماعيل"
"06","Béjaïa"," بجاية","620","Darguina","درقينة","197","Darguina","درقينة"
"06","Béjaïa"," بجاية","620","Darguina","درقينة","221","Taskriout","تاسكريوت"
"06","Béjaïa"," بجاية","622","Aokas","أوقاس","185","Aokas","أوقاس"
"06","Béjaïa"," بجاية","622","Aokas","أوقاس","228","Tizi-N'berber","تيزي نبربر"
"06","Béjaïa"," بجاية","624","Adekar","أدكار","178","Adekar","أدكار"
"06","Béjaïa"," بجاية","624","Adekar","أدكار","189","Beni K'sila","بني كسيلة"
"06","Béjaïa"," بجاية","624","Adekar","أدكار","220","Taourit Ighil","تاوريرت إغيل"
"06","Béjaïa"," بجاية","625","Akbou","أقبو","181","Akbou","أقبو"
"06","Béjaïa"," بجاية","625","Akbou","أقبو","195","Chellata","شلاطة"
"06","Béjaïa"," بجاية","625","Akbou","أقبو","205","Ighram","اغرم"
"06","Béjaïa"," بجاية","625","Akbou","أقبو","218","Tamokra","تامقرة"
"06","Béjaïa"," بجاية","626","Seddouk","صدوق","183","Amalou","أمالو"
"06","Béjaïa"," بجاية","626","Seddouk","صدوق","193","Bouhamza","بوحمزة"
"06","Béjaïa"," بجاية","626","Seddouk","صدوق","208","M'cisna","مسيسنة"
"06","Béjaïa"," بجاية","626","Seddouk","صدوق","211","Seddouk","صدوق"
"06","Béjaïa"," بجاية","627","Tazmalt","تازملت","190","Beni-Mallikeche","بني مليكش"
"06","Béjaïa"," بجاية","627","Tazmalt","تازملت","192","Boudjellil","بو جليل"
"06","Béjaïa"," بجاية","627","Tazmalt","تازملت","222","Tazmalt","تازمالت"
"06","Béjaïa"," بجاية","629","Chemini","شميني","182","Akfadou","أكفادو"
"06","Béjaïa"," بجاية","629","Chemini","شميني","196","Chemini","شميني"
"06","Béjaïa"," بجاية","629","Chemini","شميني","216","Souk Oufella","سوق اوفلا"
"06","Béjaïa"," بجاية","629","Chemini","شميني","223","Tibane","طيبان"
"06","Béjaïa"," بجاية","634","Barbacha","برباشة","186","Barbacha","برباشة"
"06","Béjaïa"," بجاية","634","Barbacha","برباشة","206","Kendira","كنديرة"
"06","Béjaïa"," بجاية","636","Ifri Ouzellaguene","إفري أوزلاقن","203","Ouzellaguen","أوزلاقن"
"06","Béjaïa"," بجاية","639","Sidi Aich","سيدي عيش","199","Leflaye","الفلاي"
"06","Béjaïa"," بجاية","639","Sidi Aich","سيدي عيش","212","Sidi Ayad","سيدي عياد"
"06","Béjaïa"," بجاية","639","Sidi Aich","سيدي عيش","213","Sidi-Aich","سيدي عيش"
"06","Béjaïa"," بجاية","639","Sidi Aich","سيدي عيش","225","Tifra","تيفرة"
"06","Béjaïa"," بجاية","639","Sidi Aich","سيدي عيش","227","Tinebdar","تينبدار"
"06","Béjaïa"," بجاية","640","El Kseur","القصر","200","El Kseur","القصر"
"06","Béjaïa"," بجاية","640","El Kseur","القصر","201","Fenaia Il Maten","فناية الماثن"
"06","Béjaïa"," بجاية","640","El Kseur","القصر","229","Toudja","توجة"
"06","Béjaïa"," بجاية","644","Kherrata","خراطة","198","Dra El Caid","ذراع القايد"
"06","Béjaïa"," بجاية","644","Kherrata","خراطة","207","Kherrata","خراطة"
"06","Béjaïa"," بجاية","650","Beni Maouche","بني معوش","191","Benimaouche","بني معوش"
"07","Biskra","بسكرة","701","Biskra","بسكرة","233","Biskra","بسكرة"
"07","Biskra","بسكرة","701","Biskra","بسكرة","243","El Hadjab","الحاجب"
"07","Biskra","بسكرة","705","Ouled Djellal","أولاد جلال","237","Chaiba","الشعيبة"
"07","Biskra","بسكرة","705","Ouled Djellal","أولاد جلال","240","Doucen","الدوسن"
"07","Biskra","بسكرة","705","Ouled Djellal","أولاد جلال","255","Ouled Djellal","أولاد جلال"
"07","Biskra","بسكرة","708","Sidi Khaled","سيدي  خالد","232","Besbes","بسباس"
"07","Biskra","بسكرة","708","Sidi Khaled","سيدي  خالد","258","Ras El Miad","رأس الميعاد"
"07","Biskra","بسكرة","708","Sidi Khaled","سيدي  خالد","259","Sidi Khaled","سيدي  خالد"
"07","Biskra","بسكرة","711","Sidi Okba","سيدي عقبة","230","Ain Naga","عين الناقة"
"07","Biskra","بسكرة","711","Sidi Okba","سيدي عقبة","238","Chetma","شتمة"
"07","Biskra","بسكرة","711","Sidi Okba","سيدي عقبة","244","El Haouch","الحوش"
"07","Biskra","بسكرة","711","Sidi Okba","سيدي عقبة","260","Sidi Okba","سيدي عقبة"
"07","Biskra","بسكرة","712","Mechouneche","مشونش","251","M'chouneche","مشونش"
"07","Biskra","بسكرة","715","Zeribet El Oued","زريبة الوادي","241","El Feidh","الفيض"
"07","Biskra","بسكرة","715","Zeribet El Oued","زريبة الوادي","248","Khenguet Sidi Nadji","خنقة سيدي ناجي"
"07","Biskra","بسكرة","715","Zeribet El Oued","زريبة الوادي","253","Meziraa","المزيرعة"
"07","Biskra","بسكرة","715","Zeribet El Oued","زريبة الوادي","262","Zeribet El Oued","زريبة الوادي"
"07","Biskra","بسكرة","717","El Kantara","القنطرة","231","Ain Zaatout","عين زعطوط"
"07","Biskra","بسكرة","717","El Kantara","القنطرة","245","El Kantara","القنطرة"
"07","Biskra","بسكرة","719","El Outaya","الوطاية","246","El Outaya","الوطاية"
"07","Biskra","بسكرة","720","Djemorah","جمورة","236","Branis","برانيس"
"07","Biskra","بسكرة","720","Djemorah","جمورة","239","Djemorah","جمورة"
"07","Biskra","بسكرة","721","Tolga","طولقة","234","Bordj Ben Azzouz","برج بن عزوز"
"07","Biskra","بسكرة","721","Tolga","طولقة","235","Bouchakroun","بوشقرون"
"07","Biskra","بسكرة","721","Tolga","طولقة","249","Lichana","ليشانة"
"07","Biskra","بسكرة","721","Tolga","طولقة","261","Tolga","طولقة"
"07","Biskra","بسكرة","724","Ourlal","أورلال","250","Lioua","ليوة"
"07","Biskra","بسكرة","724","Ourlal","أورلال","252","Mekhadma","مخادمة"
"07","Biskra","بسكرة","724","Ourlal","أورلال","254","M'lili","مليلي"
"07","Biskra","بسكرة","724","Ourlal","أورلال","256","Oumache","أوماش"
"07","Biskra","بسكرة","724","Ourlal","أورلال","257","Ourlal","أورلال"
"07","Biskra","بسكرة","726","Foughala","فوغالة","242","El Ghrous","الغروس"
"07","Biskra","بسكرة","726","Foughala","فوغالة","247","Foughala","فوغالة"
"08","Béchar","بشار","801","Bechar","بشار","264","Bechar","بشار"
"08","Béchar","بشار","803","Ouled Khodeir","أولاد خضير","274","Ksabi","القصابي"
"08","Béchar","بشار","803","Ouled Khodeir","أولاد خضير","279","Ouled-Khodeir","أولاد خضير"
"08","Béchar","بشار","806","Lahmar","لحمر","268","Boukais","بوكايس"
"08","Béchar","بشار","806","Lahmar","لحمر","275","Lahmar","لحمر"
"08","Béchar","بشار","806","Lahmar","لحمر","278","Mogheul","موغل"
"08","Béchar","بشار","807","Beni Abbes","بني عباس","265","Beni-Abbes","بني عباس"
"08","Béchar","بشار","807","Beni Abbes","بني عباس","282","Tamtert","تامترت"
"08","Béchar","بشار","810","Kenadsa","القنادسة","272","Kenadsa","القنادسة"
"08","Béchar","بشار","810","Kenadsa","القنادسة","277","Meridja","المريجة"
"08","Béchar","بشار","811","Igli","إقلي","271","Igli","إقلي"
"08","Béchar","بشار","812","Tabelbala","تبلبالة","280","Tabelbala","تبلبالة"
"08","Béchar","بشار","813","Taghit","تاغيت","281","Taghit","تاغيت"
"08","Béchar","بشار","814","El Ouata","الواتة","269","El Ouata","الواتة"
"08","Béchar","بشار","817","Abadla","العبادلة","263","Abadla","العبادلة"
"08","Béchar","بشار","817","Abadla","العبادلة","270","Erg-Ferradj","عرق فراج"
"08","Béchar","بشار","817","Abadla","العبادلة","276","Machraa-Houari-Boumediene","مشرع هواري بومدين"
"08","Béchar","بشار","818","Kerzaz","كرزاز","266","Beni-Ikhlef","بن يخلف"
"08","Béchar","بشار","818","Kerzaz","كرزاز","273","Kerzaz","كرزاز"
"08","Béchar","بشار","818","Kerzaz","كرزاز","283","Timoudi","تيمودي"
"08","Béchar","بشار","821","Beni Ounif","بني ونيف","267","Beni-Ounif","بني ونيف"
"09","Blida","البليدة","901","Blida","البليدة","288","Blida","البليدة"
"09","Blida","البليدة","901","Blida","البليدة","289","Bouarfa","بوعرفة"
"09","Blida","البليدة","903","Bouinan","بوعينان","292","Bouinan","بوعينان"
"09","Blida","البليدة","903","Bouinan","بوعينان","293","Chebli","الشبلي"
"09","Blida","البليدة","904","Oued El Alleug","وادي العلايق","286","Beni-Tamou","بني تامو"
"09","Blida","البليدة","904","Oued El Alleug","وادي العلايق","287","Benkhelil","بن خليل"
"09","Blida","البليدة","904","Oued El Alleug","وادي العلايق","304","Oued El Alleug","وادي العلايق"
"09","Blida","البليدة","905","Ouled Yaich","أولاد يعيش","285","Beni Mered","بني مراد"
"09","Blida","البليدة","905","Ouled Yaich","أولاد يعيش","295","Chrea","الشريعة"
"09","Blida","البليدة","905","Ouled Yaich","أولاد يعيش","306","Ouled Yaich","أولاد يعيش"
"09","Blida","البليدة","907","El Affroun","العفرون","297","El-Affroun","العفرون"
"09","Blida","البليدة","907","El Affroun","العفرون","303","Oued  Djer","وادي جر"
"09","Blida","البليدة","912","Mouzaia","موزاية","284","Ain Romana","عين الرمانة"
"09","Blida","البليدة","912","Mouzaia","موزاية","294","Chiffa","الشفة"
"09","Blida","البليدة","912","Mouzaia","موزاية","302","Mouzaia","موزاية"
"09","Blida","البليدة","914","Meftah","مفتاح","296","Djebabra","جبابرة"
"09","Blida","البليدة","914","Meftah","مفتاح","301","Meftah","مفتاح"
