id,commune_name,daira_name,wilaya_code,wilaya_name
134,الحاسي,عين جاسر,05,باتنة
166,سقانة,سقانة,05,باتنة
175,تيلاطو,سقانة,05,باتنة
137,فم الطوب,إشمول,05,باتنة
142,إشمول,إشمول,05,باتنة
143,إينوغيسن,إشمول,05,باتنة
129,بوزينة,بوزينة,05,باتنة
146,لارباع,بوزينة,05,باتنة
126,بولهيلات,الشمرة,05,باتنة
130,الشمرة,الشمرة,05,باتنة
122,بريكة,بريكة,05,باتنة
125,بيطام,بريكة,05,باتنة
149,إمدوكل,بريكة,05,باتنة
121,عزيل عبد القادر,الجزار,05,باتنة
133,الجزار,الجزار,05,باتنة
157,أولاد عمار,الجزار,05,باتنة
138,غسيرة,تكوت,05,باتنة
144,كيمل,تكوت,05,باتنة
168,تكوت,تكوت,05,باتنة
118,عين التوتة,عين التوتة,05,باتنة
124,بني فضالة الحقانية,عين التوتة,05,باتنة
159,أولاد فاضل,تيمقاد,05,باتنة
158,أولاد عوف,عين التوتة,05,باتنة
131,شير,ثنية العابد,05,باتنة
156,وادي الطاقة,ثنية العابد,05,باتنة
212,سيدي عياد,سيدي عيش,06," بجاية"
186,برباشة,برباشة,06," بجاية"
199,الفلاي,سيدي عيش,06," بجاية"
206,كنديرة,برباشة,06," بجاية"
213,سيدي عيش,سيدي عيش,06," بجاية"
225,تيفرة,سيدي عيش,06," بجاية"
227,تينبدار,سيدي عيش,06," بجاية"
200,القصر,القصر,06," بجاية"
201,فناية الماثن,القصر,06," بجاية"
229,توجة,القصر,06," بجاية"
198,ذراع القايد,خراطة,06," بجاية"
207,خراطة,خراطة,06," بجاية"
187,بجاية,بجاية,06," بجاية"
210,وادي غير,بجاية,06," بجاية"
191,بني معوش,بني معوش,06," بجاية"
188,بني جليل,أميزور,06," بجاية"
202,فرعون,أميزور,06," بجاية"
214,سمعون,أميزور,06," بجاية"
226,تيمزريت,تيمزريت,06," بجاية"
209,مالبو,سوق الإثنين,06," بجاية"
215,سوق لإثنين,سوق الإثنين,06," بجاية"
219,تامريجت,سوق الإثنين,06," بجاية"
194,بوخليفة,تيشي,06," بجاية"
217,تالة حمزة,تيشي,06," بجاية"
224,تيشي,تيشي,06," بجاية"
179,أيت رزين,إغيل علي,06," بجاية"
204,إغيل علي,إغيل علي,06," بجاية"
180,أيت إسماعيل,درقينة,06," بجاية"
197,درقينة,درقينة,06," بجاية"
221,تاسكريوت,درقينة,06," بجاية"
185,أوقاس,أوقاس,06," بجاية"
228,تيزي نبربر,أوقاس,06," بجاية"
178,أدكار,أدكار,06," بجاية"
189,بني كسيلة,أدكار,06," بجاية"
220,تاوريرت إغيل,أدكار,06," بجاية"
181,أقبو,أقبو,06," بجاية"
195,شلاطة,أقبو,06," بجاية"
205,اغرم,أقبو,06," بجاية"
218,تامقرة,أقبو,06," بجاية"
183,أمالو,صدوق,06," بجاية"
193,بوحمزة,صدوق,06," بجاية"
208,مسيسنة,صدوق,06," بجاية"
211,صدوق,صدوق,06," بجاية"
190,بني مليكش,تازملت,06," بجاية"
192,بو جليل,تازملت,06," بجاية"
222,تازمالت,تازملت,06," بجاية"
182,أكفادو,شميني,06," بجاية"
196,شميني,شميني,06," بجاية"
216,سوق اوفلا,شميني,06," بجاية"
223,طيبان,شميني,06," بجاية"
203,أوزلاقن,إفري أوزلاقن,06," بجاية"
184,أميزور,أميزور,06," بجاية"
241,الفيض,زريبة الوادي,07,بسكرة
249,ليشانة,طولقة,07,بسكرة
235,بوشقرون,طولقة,07,بسكرة
252,مخادمة,أورلال,07,بسكرة
239,جمورة,جمورة,07,بسكرة
236,برانيس,جمورة,07,بسكرة
246,الوطاية,الوطاية,07,بسكرة
245,القنطرة,القنطرة,07,بسكرة
248,خنقة سيدي ناجي,زريبة الوادي,07,بسكرة
231,عين زعطوط,القنطرة,07,بسكرة
262,زريبة الوادي,زريبة الوادي,07,بسكرة
253,المزيرعة,زريبة الوادي,07,بسكرة
233,بسكرة,بسكرة,07,بسكرة
243,الحاجب,بسكرة,07,بسكرة
254,مليلي,أورلال,07,بسكرة
247,فوغالة,فوغالة,07,بسكرة
242,الغروس,فوغالة,07,بسكرة
234,برج بن عزوز,طولقة,07,بسكرة
257,أورلال,أورلال,07,بسكرة
256,أوماش,أورلال,07,بسكرة
230,عين الناقة,سيدي عقبة,07,بسكرة
238,شتمة,سيدي عقبة,07,بسكرة
244,الحوش,سيدي عقبة,07,بسكرة
260,سيدي عقبة,سيدي عقبة,07,بسكرة
251,مشونش,مشونش,07,بسكرة
250,ليوة,أورلال,07,بسكرة
261,طولقة,طولقة,07,بسكرة
264,بشار,بشار,08,بشار
268,بوكايس,لحمر,08,بشار
275,لحمر,لحمر,08,بشار
278,موغل,لحمر,08,بشار
277,المريجة,القنادسة,08,بشار
281,تاغيت,تاغيت,08,بشار
263,العبادلة,العبادلة,08,بشار
270,عرق فراج,العبادلة,08,بشار
276,مشرع هواري بومدين,العبادلة,08,بشار
267,بني ونيف,بني ونيف,08,بشار
280,تبلبالة,تبلبالة,08,بشار
272,القنادسة,القنادسة,08,بشار
285,بني مراد,أولاد يعيش,09,البليدة
305,اولاد سلامة,بوقرة,09,البليدة
302,موزاية,موزاية,09,البليدة
299,حمام ملوان,بوقرة,09,البليدة
291,بوقرة,بوقرة,09,البليدة
307,صوحان,الأربعاء,09,البليدة
300,الأربعاء,الأربعاء,09,البليدة
308,الصومعة,بوفاريك,09,البليدة
298,قرواو,بوفاريك,09,البليدة
290,بوفاريك,بوفاريك,09,البليدة
301,مفتاح,مفتاح,09,البليدة
294,الشفة,موزاية,09,البليدة
284,عين الرمانة,موزاية,09,البليدة
303,وادي جر,العفرون,09,البليدة
297,العفرون,العفرون,09,البليدة
306,أولاد يعيش,أولاد يعيش,09,البليدة
295,الشريعة,أولاد يعيش,09,البليدة
296,جبابرة,مفتاح,09,البليدة
304,وادي العلايق,وادي العلايق,09,البليدة
287,بن خليل,وادي العلايق,09,البليدة
286,بني تامو,وادي العلايق,09,البليدة
293,الشبلي,بوعينان,09,البليدة
292,بوعينان,بوعينان,09,البليدة
289,بوعرفة,البليدة,09,البليدة
288,البليدة,البليدة,09,البليدة
312,عين العلوي,عين بسام,10,البويرة
334,الحجرة الزرقاء,برج أوخريص,10,البويرة
342,مزدور,برج أوخريص,10,البويرة
351,تاقديت,برج أوخريص,10,البويرة
346,ريدان,سور الغزلان,10,البويرة
341,المعمورة,سور الغزلان,10,البويرة
331,الحاكمية,سور الغزلان,10,البويرة
310,أهل القصر,بشلول,10,البويرة
325,ديرة,سور الغزلان,10,البويرة
324,الدشمية,سور الغزلان,10,البويرة
317,بشلول,بشلول,10,البويرة
352,آث  منصور,مشد الله,10,البويرة
347,سحاريج,مشد الله,10,البويرة
327,العجيبة,بشلول,10,البويرة
328,الأسنام,بشلول,10,البويرة
339,أمشدالة,مشد الله,10,البويرة
319,برج أوخريص,برج أوخريص,10,البويرة
349,سور الغزلان,سور الغزلان,10,البويرة
336,حنيف,مشد الله,10,البويرة
323,شرفة,مشد الله,10,البويرة
344,أولاد راشد,بشلول,10,البويرة
311,عين الحجر,عين بسام,10,البويرة
309,أغبالو,مشد الله,10,البويرة
345,روراوة,بئر غبالو,10,البويرة
330,الخبوزية,بئر غبالو,10,البويرة
318,بئر غبالو,بئر غبالو,10,البويرة
321,البويرة,البويرة,10,البويرة
313,عين الترك,البويرة,10,البويرة
315,أيت لعزيز,البويرة,10,البويرة
314,عين بسام,عين بسام,10,البويرة
332,المقراني,سوق الخميس,10,البويرة
348,سوق الخميس,سوق الخميس,10,البويرة
316,أعمر,القادرية,10,البويرة
326,جباحية,القادرية,10,البويرة
329,الهاشمية,الهاشمية,10,البويرة
335,حيزر,الحيزر,10,البويرة
350,تاغزوت,الحيزر,10,البويرة
320,بودربالة,الأخضرية,10,البويرة
322,بوكرم,الأخضرية,10,البويرة
333,قرومة,الأخضرية,10,البويرة
338,الأخضرية,الأخضرية,10,البويرة
340,معلة,الأخضرية,10,البويرة
337,قادرية,القادرية,10,البويرة
353,زبربر,الأخضرية,10,البويرة
343,وادي البردي,الهاشمية,10,البويرة
362,تاظروك,تاظروك,11,تمنراست
354,ابلسة,سيلت,11,تمنراست
361,تمنراست,تمنراست,11,تمنراست
355,عين امقل,تمنراست,11,تمنراست
359,أدلس,تاظروك,11,تمنراست
380,الحويجبات,الماء الابيض,12,تبسة
379,العوينات,العوينات,12,تبسة
381,فركان,نقرين,12,تبسة
385,نقرين,نقرين,12,تبسة
368,بئر مقدم,بئر مقدم,12,تبسة
367,بئر الذهب,مرسط,12,تبسة
388,صفصاف الوسرى,أم علي,12,تبسة
382,قريقر,بئر مقدم,12,تبسة
366,بكارية,الكويف,12,تبسة
371,بولحاف الدير,الكويف,12,تبسة
387,أم علي,أم علي,12,تبسة
370,بوخضرة,العوينات,12,تبسة
374,الماء الابيض,الماء الابيض,12,تبسة
386,الونزة,الونزة,12,تبسة
375,المريج,الونزة,12,تبسة
364,عين الزرقاء,الونزة,12,تبسة
389,سطح قنطيس,العقلة,12,تبسة
377,العقلة,العقلة,12,تبسة
376,المزرعة,العقلة,12,تبسة
365,بجن,العقلة,12,تبسة
384,مرسط,مرسط,12,تبسة
391,ثليجان,الشريعة,12,تبسة
372,الشريعة,الشريعة,12,تبسة
378,العقلة المالحة,بئر العاتر,12,تبسة
369,بئر العاتر,بئر العاتر,12,تبسة
390,تبسة,تبسة,12,تبسة
383,الحمامات,بئر مقدم,12,تبسة
373,الكويف,الكويف,12,تبسة
400,باب العسة,باب العسة,13,تلمسان
441,تيرني بني هديل,منصورة,13,تلمسان
424,منصورة,منصورة,13,تلمسان
404,بني مستر,منصورة,13,تلمسان
394,عين غرابة,منصورة,13,تلمسان
411,شتوان,شتوان,13,تلمسان
399,عمير,شتوان,13,تلمسان
393,عين فزة,شتوان,13,تلمسان
422,هنين,هنين,13,تلمسان
403,بني خلاد,هنين,13,تلمسان
436,سيدي الجيلالي,سيدي الجيلالي,13,تلمسان
410,البويهي,سيدي الجيلالي,13,تلمسان
427,ندرومة,ندرومة,13,تلمسان
426,مسيردة الفواقة,مرسى بن مهيدي,13,تلمسان
425,مرسى بن مهيدي,مرسى بن مهيدي,13,تلمسان
437,سيدي مجاهد,بني بوسعيد,13,تلمسان
402,بني بوسعيد,بني بوسعيد,13,تلمسان
434,سبدو,سبدو,13,تلمسان
417,القور,سبدو,13,تلمسان
414,العريشة,سبدو,13,تلمسان
409,بوحلو,صبرة,13,تلمسان
423,مغنية,مغنية,13,تلمسان
420,حمام بوغرارة,مغنية,13,تلمسان
444,زناتة,الحناية,13,تلمسان
430,أولاد رياح,الحناية,13,تلمسان
421,الحناية,الحناية,13,تلمسان
435,سيدي العبدلي,بن سكران,13,تلمسان
440,سوق الثلاثاء,باب العسة,13,تلمسان
408,بن سكران,بن سكران,13,تلمسان
418,فلاوسن,فلاوسن,13,تلمسان
395,عين الكبيرة,فلاوسن,13,تلمسان
392,عين فتاح,فلاوسن,13,تلمسان
443,تلمسان,تلمسان,13,تلمسان
396,عين النحالة,عين تالوت,13,تلمسان
397,عين تالوت,عين تالوت,13,تلمسان
398,عين يوسف,الرمشي,13,تلمسان
405,بني وارسوس,الرمشي,13,تلمسان
416,الفحول,الرمشي,13,تلمسان
431,الرمشي,الرمشي,13,تلمسان
433,سبعة شيوخ,الرمشي,13,تلمسان
439,السواني,باب العسة,13,تلمسان
432,صبرة,صبرة,13,تلمسان
412,دار يغمراسن,الغزوات,13,تلمسان
419,الغزوات,الغزوات,13,تلمسان
438,السواحلية,الغزوات,13,تلمسان
442,تيانت,الغزوات,13,تلمسان
406,بني صميل,أولاد ميمون,13,تلمسان
428,وادي الخضر,أولاد ميمون,13,تلمسان
429,أولاد ميمون,أولاد ميمون,13,تلمسان
401,بني بهدل,بني سنوس,13,تلمسان
407,بني سنوس,بني سنوس,13,تلمسان
415,العزايل,بني سنوس,13,تلمسان
413,جبالة,ندرومة,13,تلمسان
461,مهدية,مهدية,14,تيارت
447,عين دزاريت,مهدية,14,تيارت
472,السبعين,مهدية,14,تيارت
455,الفايجة,السوقر,14,تيارت
475,سي عبد الغني,السوقر,14,تيارت
480,السوقر,السوقر,14,تيارت
485,توسنينة,السوقر,14,تيارت
465,مغيلة,مغيلة,14,تيارت
473,السبت,مغيلة,14,تيارت
479,سيدي حسني,مغيلة,14,تيارت
448,عين الحديد,فرندة,14,تيارت
456,فرندة,فرندة,14,تيارت
482,تخمرت,فرندة,14,تيارت
449,عين كرمس,عين كرمس,14,تيارت
453,جبيلات الرصفاء,عين كرمس,14,تيارت
460,مادنة,عين كرمس,14,تيارت
463,مدريسة,عين كرمس,14,تيارت
476,سيدي عبد الرحمن,عين كرمس,14,تيارت
459,قصر الشلالة,قصر الشلالة,14,تيارت
457,قرطوفة,رحوية,14,تيارت
474,سرغين,قصر الشلالة,14,تيارت
486,زمالة  الأمير عبد القادر,قصر الشلالة,14,تيارت
469,وادي ليلي,وادي ليلي,14,تيارت
477,سيدي علي ملال,وادي ليلي,14,تيارت
454,جيلالي بن عمار,مشرع الصفا,14,تيارت
462,مشرع الصفا,مشرع الصفا,14,تيارت
481,تاقدمت,مشرع الصفا,14,تيارت
450,بوقرة,حمادية,14,تيارت
458,حمادية,حمادية,14,تيارت
471,الرشايقة,حمادية,14,تيارت
484,تيدة,وادي ليلي,14,تيارت
467,الناظورة,مهدية,14,تيارت
483,تيارت,تيارت,14,تيارت
464,مدروسة,مدروسة,14,تيارت
466,ملاكو,مدروسة,14,تيارت
478,سيدي بختي,مدروسة,14,تيارت
446,عين الذهب,عين الذهب,14,تيارت
451,شحيمة,عين الذهب,14,تيارت
468,النعيمة,عين الذهب,14,تيارت
445,عين بوشقيف,دحموني,14,تيارت
452,دحموني,دحموني,14,تيارت
470,الرحوية,رحوية,14,تيارت
535,ميزرانـــة,تيقزيرت,15,تيزي وزو
522,إيجــار,بوزقن,15,تيزي وزو
510,بني دوالة,بني دوالة,15,تيزي وزو
512,بني زيكــي,بوزقن,15,تيزي وزو
527,إيلولة أومـــالو,بوزقن,15,تيزي وزو
489,أقني قغران,واضية,15,تيزي وزو
493,أيت بــوادو,واضية,15,تيزي وزو
538,واضية,واضية,15,تيزي وزو
547,تيزي نثلاثة,واضية,15,تيزي وزو
488,أغريب,أزفون,15,تيزي وزو
498,أيت شافع,أزفون,15,تيزي وزو
504,أقرو,أزفون,15,تيزي وزو
507,أزفون,أزفون,15,تيزي وزو
525,إفليـــسن,تيقزيرت,15,تيزي وزو
544,تيقـزيرت,تيقزيرت,15,تيزي وزو
505,أسي يوسف,بوغني,15,تيزي وزو
513,بوغني,بوغني,15,تيزي وزو
515,بونوح,بوغني,15,تيزي وزو
533,مشطراس,بوغني,15,تيزي وزو
517,ذراع بن خدة,ذراع بن خدة,15,تيزي وزو
540,سيدي نعمان,ذراع بن خدة,15,تيزي وزو
543,تادمايت,ذراع بن خدة,15,تيزي وزو
546,تيرمتين,ذراع بن خدة,15,تيزي وزو
494,أيت بومهدي,واسيف,15,تيزي وزو
501,أيت تودرت,واسيف,15,تيزي وزو
509,بني عيسي,بني دوالة,15,تيزي وزو
537,واسيف,واسيف,15,تيزي وزو
495,أيت خليلي,مقلع,15,تيزي وزو
534,مقــلع,مقلع,15,تيزي وزو
541,صوامـــع,مقلع,15,تيزي وزو
511,بني يني,بني يني,15,تيزي وزو
521,إبودرارن,بني يني,15,تيزي وزو
549,تيزي وزو,تيزي وزو,15,تيزي وزو
487,أبي يوسف,عين الحمام,15,تيزي وزو
490,عين الحمام,عين الحمام,15,تيزي وزو
502,أيت يحيى,عين الحمام,15,تيزي وزو
503,اقبيل,عين الحمام,15,تيزي وزو
514,بوجيمة,ماكودة,15,تيزي وزو
532,ماكودة,ماكودة,15,تيزي وزو
491,عين الزاوية,ذراع الميزان,15,تيزي وزو
496,أيت يحي موسى,ذراع الميزان,15,تيزي وزو
518,ذراع الميزان,ذراع الميزان,15,تيزي وزو
520,فريقات,ذراع الميزان,15,تيزي وزو
536,مكيرة,تيزي غنيف,15,تيزي وزو
548,تيزي غنيف,تيزي غنيف,15,تيزي وزو
552,يطــافن,بني يني,15,تيزي وزو
526,إيلـيــلتـن,إفرحونان,15,تيزي وزو
528,إمســوحال,إفرحونان,15,تيزي وزو
506,عزازقة,عزازقة,15,تيزي وزو
519,فريحة,عزازقة,15,تيزي وزو
524,إيفيغاء,عزازقة,15,تيزي وزو
551,إعــكورن,عزازقة,15,تيزي وزو
553,زكري,عزازقة,15,تيزي وزو
492,أيت عقـواشة,الأربعاء ناث إيراثن,15,تيزي وزو
529,إيرجـــن,الأربعاء ناث إيراثن,15,تيزي وزو
530,الأربعــاء ناث إيراثن,الأربعاء ناث إيراثن,15,تيزي وزو
500,أيت  أومالو,تيزي راشد,15,تيزي وزو
550,تيزي راشد,تيزي راشد,15,تيزي وزو
497,أيت عيسى ميمون,واقنون,15,تيزي وزو
539,واقنون,واقنون,15,تيزي وزو
545,تيمـيزار,واقنون,15,تيزي وزو
531,معـــاتقة,معاتقة,15,تيزي وزو
542,سوق الإثنين,معاتقة,15,تيزي وزو
499,أيت محمود,بني دوالة,15,تيزي وزو
508,بنــــي زمنزار,بني دوالة,15,تيزي وزو
523,إفــرحــونان,إفرحونان,15,تيزي وزو
516,بوزقــن,بوزقن,15,تيزي وزو
588,حسين داي,حسين داي,16,الجزائر
592,الكاليتوس,براقي,16,الجزائر
606,سيدي موسى,براقي,16,الجزائر
591,القبة,حسين داي,16,الجزائر
594,محمد بلوزداد,حسين داي,16,الجزائر
555,عين طاية,الدار البيضاء,16,الجزائر
558,باب الزوار,الدار البيضاء,16,الجزائر
569,برج الكيفان,الدار البيضاء,16,الجزائر
574,الدار البيضاء,الدار البيضاء,16,الجزائر
584,المرسى,الدار البيضاء,16,الجزائر
595,المحمدية,الدار البيضاء,16,الجزائر
566,بئر توتة,بئر توتة,16,الجزائر
598,اولاد شبل,بئر توتة,16,الجزائر
609,تسالة المرجة,بئر توتة,16,الجزائر
587,هراوة,الرويبة,16,الجزائر
602,رغاية,الرويبة,16,الجزائر
603,الرويبة,الرويبة,16,الجزائر
593,المعالمة,زرالدة,16,الجزائر
600,الرحمانية,زرالدة,16,الجزائر
607,سويدانية,زرالدة,16,الجزائر
608,سطاوالي,زرالدة,16,الجزائر
610,زرالدة,زرالدة,16,الجزائر
559,بابا حسن,الدرارية,16,الجزائر
577,الدويرة,الدرارية,16,الجزائر
578,الدرارية,الدرارية,16,الجزائر
579,العاشور,الدرارية,16,الجزائر
590,الخرايسية,الدرارية,16,الجزائر
554,عين بنيان,الشراقة,16,الجزائر
573,الشراقة,الشراقة,16,الجزائر
575,دالي ابراهيم,الشراقة,16,الجزائر
586,الحمامات,الشراقة,16,الجزائر
599,اولاد فايت,الشراقة,16,الجزائر
556,الجزائر الوسطى,سيدي امحمد,16,الجزائر
582,المدنية,سيدي امحمد,16,الجزائر
585,المرادية,سيدي امحمد,16,الجزائر
605,سيدي امحمد,سيدي امحمد,16,الجزائر
604,السحاولة,بئر مراد رايس,16,الجزائر
567,بولوغين بن زيري,باب الوادي,16,الجزائر
572,القصبة,باب الوادي,16,الجزائر
596,وادي قريش,باب الوادي,16,الجزائر
601,الرايس حميدو,باب الوادي,16,الجزائر
564,بئر مراد رايس,بئر مراد رايس,16,الجزائر
565,بئر خادم,بئر مراد رايس,16,الجزائر
576,جسر قسنطينة,بئر مراد رايس,16,الجزائر
589,حيدرة,بئر مراد رايس,16,الجزائر
583,المغارية,حسين داي,16,الجزائر
562,ابن عكنون,بوزريعة,16,الجزائر
563,بني مسوس,بوزريعة,16,الجزائر
571,بوزريعة,بوزريعة,16,الجزائر
580,الابيار,بوزريعة,16,الجزائر
560,باش جراح,الحراش,16,الجزائر
570,بوروبة,الحراش,16,الجزائر
581,الحراش,الحراش,16,الجزائر
597,وادي السمار,الحراش,16,الجزائر
561,براقي,براقي,16,الجزائر
568,برج البحري,الدار البيضاء,16,الجزائر
557,باب الوادي,باب الوادي,16,الجزائر
634,حاسي العش,حاسي بحبح,17,الجلفة
612,عين الإبل,عين الإبل,17,الجلفة
626,القديد,الشارف,17,الجلفة
621,الشارف,الشارف,17,الجلفة
618,بن يعقوب,الشارف,17,الجلفة
642,سيدي بايزيد,دار الشيوخ,17,الجلفة
637,مليليحة,دار الشيوخ,17,الجلفة
622,دار الشيوخ,دار الشيوخ,17,الجلفة
644,تعظميت,عين الإبل,17,الجلفة
632,حد الصحاري,حد الصحاري,17,الجلفة
620,بويرة الأحداب,حد الصحاري,17,الجلفة
613,عين فقه,حد الصحاري,17,الجلفة
643,سيدي لعجال,سيدي لعجال,17,الجلفة
635,حاسي فدول,سيدي لعجال,17,الجلفة
628,الخميس,سيدي لعجال,17,الجلفة
641,سلمانة,مسعد,17,الجلفة
640,سد الرحال,مسعد,17,الجلفة
636,مسعد,مسعد,17,الجلفة
631,قطارة,مسعد,17,الجلفة
623,دلدول,مسعد,17,الجلفة
646,زكار,عين الإبل,17,الجلفة
625,دويس,الادريسية,17,الجلفة
627,الادريسية,الادريسية,17,الجلفة
611,عين الشهداء,الادريسية,17,الجلفة
624,الجلفة,الجلفة,17,الجلفة
619,بيرين,بيرين,17,الجلفة
