post_code,post_name,post_address,commune_id,commune_name,daira_name,wilaya_code,wilaya_name
02010,أولاد فارس,أولاد فارس وسط,53,أولاد فارس,أولاد فارس,02," الشلف"
02011,وادي سلي,وادي سلي وسط,50,وادي سلي,بوقادير,02," الشلف"
02012,تاووقريت,تاوغريت وسط,61,تاوقريت,تاوقريت,02," الشلف"
02013,الشلف - الحي الإداري,شارع المقاومة,39,الشلف,الشلف,02," الشلف"
02014,زبوجة,زبوجة وسط,63,الزبوجة,الزبوجة,02," الشلف"
02015,المرسى,المرسى,43,المرسى,المرسى,02," الشلف"
02016,أحمد خلفاوي,المنطقة رقم 02,39,الشلف,الشلف,02," الشلف"
02017,بني هاوة,بني حواء,33,بني حواء,بني حواء,02," الشلف"
02018,أبو الحسن,أبو الحسن,29,أبو الحسن,أبو الحسن,02," الشلف"
02019,حوميس - عين البيضة,المحطة,36,بوزغاية,الزبوجة,02," الشلف"
02020,شطية - VSA,شطية - VSA,38,الشطية,أولاد فارس,02," الشلف"
02021,بوزغاية,الطريق الوطني رقم 19,36,بوزغاية,الزبوجة,02," الشلف"
02022,الشلف - حي البدر,المنطقة رقم 03,39,الشلف,الشلف,02," الشلف"
02023,الشلف - حي النصر,المنطقة رقم 05,39,الشلف,الشلف,02," الشلف"
02024,أم الضرو,أم الضرو,54,أم الدروع,الشلف,02," الشلف"
02025,سنجاص,سنجاص,55,سنجاس,الشلف,02," الشلف"
02026,بوقادير - الحرية,حي الحرية - بوقادير,35,بوقادير,بوقادير,02," الشلف"
02027,تنس - محمد بوضياف,تنس وسط,62,تنس,تنس,02," الشلف"
02028,العثمانية,العثمانية,35,بوقادير,بوقادير,02," الشلف"
02029,أولاد عباس,أولاد عباس,51,أولاد عباس,وادي الفضة,02," الشلف"
02030,أولاد زياد,أولاد زياد,58,الصبحة,بوقادير,02," الشلف"
02031,حرشون,حرشون,44,حرشون,الكريمية,02," الشلف"
02032,سيدي موسى,سيدي موسى,40,الظهرة,تاوقريت,02," الشلف"
02033,سبحة,سبحة,58,الصبحة,بوقادير,02," الشلف"
02034,بير الصفصاف,بير الصفصاف,48,وادي الفضة,وادي الفضة,02," الشلف"
02035,بني راشد,بني راشد,34,بني راشد,وادي الفضة,02," الشلف"
02036,الضهرة,الضهرة,40,الظهرة,تاوقريت,02," الشلف"
02037,أولاد بن عبد القادر,أولاد بن عبد القادر,52,أولاد بن عبد القادر,أولاد بن عبد القادر,02," الشلف"
02038,حرنفة,حرنفة,45,الهرانفة,عين مران,02," الشلف"
02039,بن عايرية,بن عايرية,31,بنايرية,الزبوجة,02," الشلف"
02040,عين سردون,عين سردون,30,عين مران,عين مران,02," الشلف"
02041,الشلف - ساحلي,حي ساحلي,39,الشلف,الشلف,02," الشلف"
02042,الشلف - لالة عودة,حي لالة عودة,39,الشلف,الشلف,02," الشلف"
02043,تاجنة,تاجنة وسط,59,تاجنة,أبو الحسن,02," الشلف"
02044,القلعة بوحالو,القلعة بوحالو,57,سيدي عكاشة,تنس,02," الشلف"
02045,الشلف - حي عباد,حي عباد,39,الشلف,الشلف,02," الشلف"
02046,قلطة,قلطة,43,المرسى,المرسى,02," الشلف"
02047,كشاشدة,كشاشدة,36,بوزغاية,الزبوجة,02," الشلف"
02048,عطاطفة,خربة,36,بوزغاية,الزبوجة,02," الشلف"
02049,الأبيض مجاجة,خرارة,39,الشلف,الشلف,02," الشلف"
02050,الحجاج,الحجاج,41,الحجاج,أولاد بن عبد القادر,02," الشلف"
02051,حوش الغابة,حوش الغابة,53,أولاد فارس,أولاد فارس,02," الشلف"
02052,زلقو,زلقو,31,بنايرية,الزبوجة,02," الشلف"
02053,شوشاوة,السّد الصّغير,42,الكريمية,الكريمية,02," الشلف"
02054,زمورة,زمورة,52,أولاد بن عبد القادر,أولاد بن عبد القادر,02," الشلف"
02055,السي بلقاسم,كابر,53,أولاد فارس,أولاد فارس,02," الشلف"
02056,وادي سلي - حي الحرية,حي سونلغاز,50,وادي سلي,بوقادير,02," الشلف"
02057,الشلف - شقة,حي شقة,39,الشلف,الشلف,02," الشلف"
02058,بو الفرد,حي بولفراد,50,وادي سلي,بوقادير,02," الشلف"
02059,أولاد فطي,أولاد فطي,58,الصبحة,بوقادير,02," الشلف"
02060,مصادق,مصادق,47,مصدق,المرسى,02," الشلف"
02061,وادي قوسين,وادي قوسين,49,وادي قوسين,بني حواء,02," الشلف"
02062,تنس القديمة,تنس القديمة,62,تنس,تنس,02," الشلف"
02063,دار المداح,دار المدّاح,59,تاجنة,أبو الحسن,02," الشلف"
02064,شعرير,شعرير,62,تنس,تنس,02," الشلف"
02065,تلاسة,تلاسة,60,تلعصة,أبو الحسن,02," الشلف"
02066,سيدي عبد الرحمان,سيدي عبد الرّحمان,56,سيدي عبد الرحمن,تنس,02," الشلف"
02067,رقون,رقون,62,تنس,تنس,02," الشلف"
02068,معين - سينفيتة,معين سينفيتة,63,الزبوجة,الزبوجة,02," الشلف"
02069,بني وزان,بني وزان,52,أولاد بن عبد القادر,أولاد بن عبد القادر,02," الشلف"
02070,بريرة,بريرة,37,بريرة,بني حواء,02," الشلف"
02071,بني بوعاتب,بني بوعاتب,32,بني بوعتاب,الكريمية,02," الشلف"
02072,شعابنية,شعابنية,61,تاوقريت,تاوقريت,02," الشلف"
02073,مدّينة,مدّينة,46,الأبيض مجاجة,أولاد فارس,02," الشلف"
02074,أولاد بالرجاح,أولاد بالرجاح,30,عين مران,عين مران,02," الشلف"
02075,غلافطية,غلافطية,54,أم الدروع,الشلف,02," الشلف"
02076,بني أودران,بني أودران,55,سنجاس,الشلف,02," الشلف"
02077,أولاد بوعلي,أولاد بوعلي,51,أولاد عباس,وادي الفضة,02," الشلف"
02078,مزاوت,مزاوت,44,حرشون,الكريمية,02," الشلف"
02079,يوحنين,يوحنين,34,بني راشد,وادي الفضة,02," الشلف"
02080,زبابجة,زبابجة,48,وادي الفضة,وادي الفضة,02," الشلف"
02081,كحلول,كحلول,29,أبو الحسن,أبو الحسن,02," الشلف"
02082,رزيم معمر,النّخلات الخمس,53,أولاد فارس,أولاد فارس,02," الشلف"
02083,برج بعل,برج بعل,40,الظهرة,تاوقريت,02," الشلف"
02084,دار المداح,سيدي عيسى,61,تاوقريت,تاوقريت,02," الشلف"
02085,شاشو علي,سيدي مدول,42,الكريمية,الكريمية,02," الشلف"
02086,بوقادير - أ- سليماني,دوايدية,35,بوقادير,بوقادير,02," الشلف"
02087,شطية - ب - جياحية,المنطقة رقم 09,38,الشطية,أولاد فارس,02," الشلف"
02088,الشلف - ب - فراحي,حي 712 مسكن,39,الشلف,الشلف,02," الشلف"
02089,سيدي زيان,سيدي زيان,59,تاجنة,أبو الحسن,02," الشلف"
02090,الشلف - الإخوة خليف,حي بدر - عدل,39,الشلف,الشلف,02," الشلف"
02091,الشلف - حي السلام,حي السلام,39,الشلف,الشلف,02," الشلف"
02092,أولاد فارس - حي الإتحاد,الحي الجامعي تيليلان,53,أولاد فارس,أولاد فارس,02," الشلف"
02093,الفلاقية - قندز جيلالي,حي الفلاقية,31,بنايرية,الزبوجة,02," الشلف"
02094,الشلف - محمد قوادري,حي العمال، الشلف وسط,39,الشلف,الشلف,02," الشلف"
02095,عين مران - طاهر محمد,وسط مدينة عين مران، الشلف,30,عين مران,عين مران,02," الشلف"
02096,حرنفة - الشيخ الحبيب,محلة عين سراق، حرنفة,45,الهرانفة,عين مران,02," الشلف"
02097,وادي سلي - بوكفوسة غول شارف,,50,وادي سلي,بوقادير,02," الشلف"
02098,الشلف - المحطة البرية,الشلف - المحطة البرية,39,الشلف,الشلف,02," الشلف"
02099,الشلف - علي حاجي أحمد,,39,الشلف,الشلف,02," الشلف"
,الشّلف - القاعدة الجوية,القاعدة الجوية,39,الشلف,الشلف,02," الشلف"
02100,الشلف - مكتب البريد المتنقل - 1,,39,الشلف,الشلف,02," الشلف"
05084,الحجاج,الحجاج,41,الحجاج,أولاد بن عبد القادر,02," الشلف"
10046,زبوجة,زبوجة 10221,63,الزبوجة,الزبوجة,02," الشلف"
14028,سيدي عبد الرحمان,شارع برية محمد,56,سيدي عبد الرحمن,تنس,02," الشلف"
16061,سيدي موسى,طريق الدار البيضاء، سيدي موسى,40,الظهرة,تاوقريت,02," الشلف"
16115,المرسى,الشارع الرئيسي، المرسى,43,المرسى,المرسى,02," الشلف"
26073,سيدي زيان,سيدي زيان وسط,59,تاجنة,أبو الحسن,02," الشلف"
41042,أولاد عباس,حي أولاد عباس,51,أولاد عباس,وادي الفضة,02," الشلف"
45036,سيدي موسى,قرية سيدي موسى,40,الظهرة,تاوقريت,02," الشلف"
48058,أولاد بوعلي,أولاد بوعلي,51,أولاد عباس,وادي الفضة,02," الشلف"
03000,الّأغواط - القبّاضة الرّئيسيّة,الّأغواط - القبّاضة الرّئيسيّة,79,الأغواط,الأغواط,03,الأغواط
03001,أفلو,أفلو,64,أفلو,أفلو,03,الأغواط
03002,الأغواط - المعمورة,المعمورة,79,الأغواط,الأغواط,03,الأغواط
03003,قصر الحيران,قصر الحيران,78,قصر الحيران,قصر الحيران,03,الأغواط
03004,حاسي الرمل,حاسي الرمل,76,حاسي الرمل,حاسي الرمل,03,الأغواط
03005,بريدة,بريدة,69,بريدة,بريدة,03,الأغواط
03006,الأغواط - المقام,المقام,79,الأغواط,الأغواط,03,الأغواط
03007,تاجموت,تاجموت,85,تاجموت,عين ماضي,03,الأغواط
03008,بليل,بليل,76,حاسي الرمل,حاسي الرمل,03,الأغواط
03009,حاسي الرمل - أوّل نوفمبر,حاسي الرمل - الفاتح نوفمبر,76,حاسي الرمل,حاسي الرمل,03,الأغواط
03010,الخنق,الخنق,77,الخنق,عين ماضي,03,الأغواط
03011,تاجرونة,تاجرونة,86,تاجرونة,عين ماضي,03,الأغواط
03012,عين ماضي,عين ماضي,65,عين ماضي,عين ماضي,03,الأغواط
03013,بيضاء,بيضاء,67,البيضاء,قتلة سيدي سعيد,03,الأغواط
03014,العسافية,العسافية,70,العسافية,سيدي مخلوف,03,الأغواط
03015,الأغواط - الصّديقيّة,لصّديقيّة,79,الأغواط,الأغواط,03,الأغواط
03016,الأغواط - الحي الشّمالي,الحي الشّمالي,79,الأغواط,الأغواط,03,الأغواط
03017,الأغواط - أوّل نوفمبر,الأغواط - الفاتح نوفمبر,79,الأغواط,الأغواط,03,الأغواط
03018,الأغواط - الأمير عبد القادر (المحطة البرية),الأغواط - الأمير عبد القادر (المحطة البرية),79,الأغواط,الأغواط,03,الأغواط
03019,سيدي مخلوف,سيدي مخلوف,84,سيدي مخلوف,سيدي مخلوف,03,الأغواط
03020,أفلو - حي القعدة,أفلو - حي القعدة,64,أفلو,أفلو,03,الأغواط
03021,أفلو - حي محمد بوضياف,أفلو - حي محمد بوضياف,64,أفلو,أفلو,03,الأغواط
03022,حاسي الدلاع,حاسي الدلاع,75,حاسي الدلاعة,حاسي الرمل,03,الأغواط
03023,الغيشة,الغيشة,71,الغيشة,الغيشة,03,الأغواط
03024,سيدي بوزيد,سيدي بوزيد,83,سيدي بوزيد,أفلو,03,الأغواط
03025,قلطة سيدي سعد,قلطة سيدي سعد,73,قلتة سيدي سعد,قتلة سيدي سعيد,03,الأغواط
03026,تاويالة,تاويالة,87,تاويالة,بريدة,03,الأغواط
03027,وادي مرة,وادي مرة,80,وادي مرة,وادي مرة,03,الأغواط
03028,عين سيدي علي,عين سيدي علي,66,عين سيدي علي,قتلة سيدي سعيد,03,الأغواط
03030,عين سخونة,عين سخونة,83,سيدي بوزيد,أفلو,03,الأغواط
03031,شكالة,شكالة,83,سيدي بوزيد,أفلو,03,الأغواط
03032,برج سنوسي,برج سنوسي,79,الأغواط,الأغواط,03,الأغواط
03033,بن ناصر بن شهرة,بن ناصر بن شهرة,68,بن ناصر بن شهرة,قصر الحيران,03,الأغواط
03034,سبقاق,سبقاق,82,سبقاق,أفلو,03,الأغواط
03035,طرغالل,تركلل,71,الغيشة,الغيشة,03,الأغواط
03036,الأغواط - جمعية,الأغواط - جمعية,79,الأغواط,الأغواط,03,الأغواط
03037,أنفوس,أنفوس,71,الغيشة,الغيشة,03,الأغواط
03038,حاج مشاري,حاج مشاري,74,الحاج مشري,بريدة,03,الأغواط
03040,الحويطة,الحويطة,72,الحويطة,عين ماضي,03,الأغواط
03041,وادي مزي,وادي مزي,81,وادي مزي,وادي مرة,03,الأغواط
03042,لالماية,لالماية,86,تاجرونة,عين ماضي,03,الأغواط
03043,وادي الطويل,وادي الطويل,73,قلتة سيدي سعد,قتلة سيدي سعيد,03,الأغواط
03044,حسيان الذيب,حسيان الذيب,73,قلتة سيدي سعد,قتلة سيدي سعيد,03,الأغواط
03046,بوزباير,بوزباير,76,حاسي الرمل,حاسي الرمل,03,الأغواط
03047,أفلو - زاوي سعيد,أفلو - زاوي سعيد,64,أفلو,أفلو,03,الأغواط
03048,"الأغواط - ""DCA""","الأغواط - ""DCA""",79,الأغواط,الأغواط,03,الأغواط
03049,الأغواط - قطب 1,الأغواط - قطب 1,79,الأغواط,الأغواط,03,الأغواط
03050,أفلو - الجامعة,أفلو - الجامعة,64,أفلو,أفلو,03,الأغواط
03051,الأغواط - القوات الجوية,الأغواط - القوات الجوية,79,الأغواط,الأغواط,03,الأغواط
03052,الأغواط - الوئام,الأغواط - الوئام,79,الأغواط,الأغواط,03,الأغواط
03053,أفلو - أول ماي,أفلو - أول ماي,64,أفلو,أفلو,03,الأغواط
03054,الأغواط - القطب الجامعي 02,الأغواط - القطب الجامعي 02,79,الأغواط,الأغواط,03,الأغواط
,الأغواط - الضلعة,الأغواط - الضلعة,79,الأغواط,الأغواط,03,الأغواط
,الحاجب,الطريق الوطني رقم 23 الرّابط بين ولايتي الأغواط وتيارت، قرية الحاجب,85,تاجموت,عين ماضي,03,الأغواط
04000,أم البواقي - القبّاضة الرّئيسيّة,نهج هواري بومدين,112,أم البواقي,أم البواقي,04,أم البواقي
04001,عين البيضاء,نهج محمد خميستي,89,عين البيضاء,عين البيضاء,04,أم البواقي
04002,عين مليلة,شارع الفاتح نوفمبر,93,عين مليلة,عين مليلة,04,أم البواقي
04003,أم البواقي - هواري بومدين,المدينة الجديدة ماكوماداس,112,أم البواقي,أم البواقي,04,أم البواقي
04004,مسكيانة,شارع الفاتح نوفمبر,107,مسكيانة,مسكيانة,04,أم البواقي
04005,عين فكرون,شارع رجاي عمار,91,عين فكرون,عين فكرون,04,أم البواقي
04006,عين كرشة,شارع دراقة معوش,92,عين كرشة,عين كرشة,04,أم البواقي
04007,عين البيضاء - لعزابي,حي العزابي,89,عين البيضاء,عين البيضاء,04,أم البواقي
04008,الضلعة,شارع الفاتح نوفمبر,98,الضلعة,الضلعة,04,أم البواقي
04009,أم البواقي - النصر,حي النّصر,112,أم البواقي,أم البواقي,04,أم البواقي
04010,سوق النعمان,شارع بن بولعيد,115,سوق نعمان,سوق نعمان,04,أم البواقي
04011,سيقوس,شارع الفاتح نوفمبر,114,سيقوس,سيقوس,04,أم البواقي
04012,هنشير - تومغاني,شارع الاستقلال,105,هنشير تومغني,عين كرشة,04,أم البواقي
04013,فكيرينة,الطريق الوطني رقم 10,104,فكيرينة,فكيرينة,04,أم البواقي
04014,عين مليلة - قواجلية,الطريق الوطني رقم 11,93,عين مليلة,عين مليلة,04,أم البواقي
04016,عين فكرون - سطحة,حي سطحة,91,عين فكرون,عين فكرون,04,أم البواقي
04017,عين مليلة - بن مهيدي,شارع أول نوفمبر,93,عين مليلة,عين مليلة,04,أم البواقي
04018,قصر الصباحي,حي البستان,106,قصر الصباحي,قصر الصباحي,04,أم البواقي
04019,أولاد حاملة,الشارع الوطني,110,أولاد حملة,عين مليلة,04,أم البواقي
04020,عين ببوش,طريق باتنة,88,عين ببوش,عين ببوش,04,أم البواقي
04021,بئر الشهداء,شارع الفاتح نوفمبر 54,97,بئر الشهداء,سوق نعمان,04,أم البواقي
04022,بريريش,بريريش,96,بريش,عين البيضاء,04,أم البواقي
04023,عين زيتون,عين زيتون,94,عين الزيتون,أم البواقي,04,أم البواقي
04024,عين فرحات,عين فرحات,116,الزرق,عين البيضاء,04,أم البواقي
04025,بئر اعمر,بئر اعمر,90,عين الديس,عين ببوش,04,أم البواقي
04026,بحاير شرقي,بحاير شرقي,95,بحير الشرقي,مسكيانة,04,أم البواقي
04027,بئر الرقعة,بئر الرقعة,96,بريش,عين البيضاء,04,أم البواقي
04028,توزلين,توزلين,112,أم البواقي,أم البواقي,04,أم البواقي
04029,سيدي الرغيس مزي,سيدي الرغيس,112,أم البواقي,أم البواقي,04,أم البواقي
04030,بئر خشبة,بئر خشبة,112,أم البواقي,أم البواقي,04,أم البواقي
04032,حرملية,حرملية,103,الحرملية,عين كرشة,04,أم البواقي
04033,صوالحية,حي صوالحية,93,عين مليلة,عين مليلة,04,أم البواقي
04034,بئر طنجة,بئر طنجة,114,سيقوس,سيقوس,04,أم البواقي
04035,تاكساس,تاكساس,114,سيقوس,سيقوس,04,أم البواقي
04037,أولاد زايد,أولاد زايد,93,عين مليلة,عين مليلة,04,أم البواقي
04038,أولاد ناصر,أولاد ناصر,99,العامرية,سيقوس,04,أم البواقي
04039,هنشير العطاش,هنشير العطاش,93,عين مليلة,عين مليلة,04,أم البواقي
04040,الجازية,الجازية,101,الجازية,الضلعة,04,أم البواقي
04041,أولاد قاسم,أولاد قاسم,109,أولاد قاسم,عين مليلة,04,أم البواقي
04042,بوغرارة الفجوج,بوغرارة الفجوج,102,الفجوج بوغرارة سعودي,عين فكرون,04,أم البواقي
04043,عين البرج,عين البرج,99,العامرية,سيقوس,04,أم البواقي
04044,البلالة,البلالة,100,البلالة,مسكيانة,04,أم البواقي
04045,راحية,شارع جيش التّحرير الوطني,113,الرحية,مسكيانة,04,أم البواقي
04046,بئر ونس,بئر ونس,89,عين البيضاء,عين البيضاء,04,أم البواقي
04047,هنشير دوامس,هنشير دوامس,108,وادي نيني,فكيرينة,04,أم البواقي
04048,عين البيضاء - أوّل نوفمبر,,89,عين البيضاء,عين البيضاء,04,أم البواقي
04049,أم البواقي - القوات الجوية,القاعدة الجويّة,112,أم البواقي,أم البواقي,04,أم البواقي
04050,أم البواقي - 18 فبراير,شارع مرايحي سعيد,112,أم البواقي,أم البواقي,04,أم البواقي
04051,عين بن عياد,عين بن عياد,116,الزرق,عين البيضاء,04,أم البواقي
04052,قارة سعيدة,قارة سعيدة,92,عين كرشة,عين كرشة,04,أم البواقي
04053,سيلة,سيلة,114,سيقوس,سيقوس,04,أم البواقي
04054,أم البواقي - بن بولعيد,حي بن بولعيد,112,أم البواقي,أم البواقي,04,أم البواقي
04055,أم البواقي - القوات البرية,"ثكنة ""CIST 555""",112,أم البواقي,أم البواقي,04,أم البواقي
04056,أم البواقي - الجامعة,جامعة العربي بن مهيدي,112,أم البواقي,أم البواقي,04,أم البواقي
04057,عين البيضاء - سيدي جمعي,حي سعيدي جمعاوي,89,عين البيضاء,عين البيضاء,04,أم البواقي
04058,مسكيانة بلفتني داود,شارع بلفتني داودي,107,مسكيانة,مسكيانة,04,أم البواقي
04059,عين مليلة - الدرك,المدرسة الوطنيّة للدّرك,93,عين مليلة,عين مليلة,04,أم البواقي
04060,العامرية - الأمل,العميرية,99,العامرية,سيقوس,04,أم البواقي
04061,عين مليلة - 05 جويلية,حي عين مليلة، 05 جويلية، أم البواقي,93,عين مليلة,عين مليلة,04,أم البواقي
04062,عين البيضاء - 20 أوت,حي عسكري شريف الواقعة جنوب مدينة عين البيضاء,89,عين البيضاء,عين البيضاء,04,أم البواقي
04063,عين كرشة - السلام,عين كرشة - السلام,92,عين كرشة,عين كرشة,04,أم البواقي
04064,عين فكرون - بكوش عيسى,,91,عين فكرون,عين فكرون,04,أم البواقي
04065,عين البيضاء - الكاهنة,,89,عين البيضاء,عين البيضاء,04,أم البواقي
04066,سيقوس - 20 أوت 1955,سيقوس - 20 أوت 1955,114,سيقوس,سيقوس,04,أم البواقي
04067,سوق النعمان - هواري بومدين,,115,سوق نعمان,سوق نعمان,04,أم البواقي
04068,عين فكرون - أفاق 2,عين فكرون - أفاق 2,91,عين فكرون,عين فكرون,04,أم البواقي
10048,عين بيضاء,عين بيضاء 10231,89,عين البيضاء,عين البيضاء,04,أم البواقي
10078,أولاد قاسم,أولاد قاسم 10242,109,أولاد قاسم,عين مليلة,04,أم البواقي
12050,أولاد ناصر,قرية أولاد ناصر,99,العامرية,سيقوس,04,أم البواقي
14039,عين بيضاء,عين بيضاء,89,عين البيضاء,عين البيضاء,04,أم البواقي
30019,عين بيضاء,الطريق الوطني رقم 206,89,عين البيضاء,عين البيضاء,04,أم البواقي
31039,عين البيضاء,02حي سعد أحمد - عين البيضاء - وهران,89,عين البيضاء,عين البيضاء,04,أم البواقي
34053,أولاد زايد,أولاد زايد,93,عين مليلة,عين مليلة,04,أم البواقي
46028,عين البيضاء,عين البيضاء,89,عين البيضاء,عين البيضاء,04,أم البواقي
05000,باتنة - القبّاضة الرّئيسيّة,نهج هواري بومدين,123,باتنة,باتنة,05,باتنة
05001,بريكة,وسط مدينة بريكة,122,بريكة,بريكة,05,باتنة
05002,عين التوتة,طريق بسكرة,118,عين التوتة,عين التوتة,05,باتنة
05003,باتنة - بن بولعيد,باتنة - بن بولعيد,123,باتنة,باتنة,05,باتنة
05004,نقاوس,الحي الإداري,153,نقاوس,نقاوس,05,باتنة
05005,باتنة - مباركي,حي المباركية,123,باتنة,باتنة,05,باتنة
05006,باتنة - أوّل نوفمبر,باتنة - الإخوة بوعبسة,123,باتنة,باتنة,05,باتنة
05007,أريس,ساحة بن بولعيد,120,أريس,أريس,05,باتنة
05008,باتنة - الإخوة خزار,حي 742 مسكن,123,باتنة,باتنة,05,باتنة
05009,رأس العيون,وسط مدينة رأس العيون,164,رأس العيون,رأس العيون,05,باتنة
05010,باتنة - حاج لخضر,حي 800 مسكن,123,باتنة,باتنة,05,باتنة
05011,تازولت لامبيز,وسط مدينة تازولت,171,تازولت,تازولت,05,باتنة
05012,مناع,وسط مدينة مناع,151,منعة,منعة,05,باتنة
05013,مروانة,طريق رأس العيون,152,مروانة,مروانة,05,باتنة
05014,باتنة - النصر,حي النصر,123,باتنة,باتنة,05,باتنة
05015,رحال عبد العزيز (المضهر),وسط مدينة المضهر,135,المعذر,المعذر,05,باتنة
05016,وادي الماء,وسط مدينة وادي الماء,155,وادي الماء,مروانة,05,باتنة
05017,باتنة - الأمير عبد القادر,حي الأمير عبد القادر,123,باتنة,باتنة,05,باتنة
